shelter_id,address,lat,lon
322,서울특별시 서초구 청계산로11길 7-12 (서초포레스타7단지 701동),37.44845,127.056842
323,서울특별시 서초구 청계산로9길 1-12 (서초포레스타6단지 601동),37.449898,127.055715
324,서울특별시 서초구 헌릉로8길 22 (서초포레스타3단지 301동),37.454769,127.059159
325,서울특별시 서초구 헌릉로8길 58 (서초더샵포레 주민복지관3),37.452197,127.063869
326,서울특별시 서초구 탑성말길 6,37.458168,127.056402
327,서울특별시 서초구 서초대로 160-7 (방배동),37.4890038,127.0001212
328,서울특별시 서초구 효령로29길 43 (방배동),37.4833701,126.9945046
329,서울특별시 서초구 서초대로 114-8 (방배동),37.4875575,126.9947133
330,서울특별시 서초구 방배천로2안길 105,37.481724,126.983952
331,,37.480623,126.985007
332,서울특별시 서초구 방배선행길 1 (방배우성아파트 관리동),37.474262,126.983231
333,서울특별시 서초구 방배선행길 2 (방배래미안아파트 관리.노인정),37.472644,126.983982
334,서울특별시 서초구 과천대로 908 (방배에스에이치빌아파트 101동),37.472065,126.983521
335,서울특별시 서초구 전원말안길 2 (마을회관),37.466351,126.989143
336,서울특별시 서초구 남부순환로 2124 (방배동),37.4746878,126.9842291
337,서울특별시 서초구 청두곶길 36 (방배동),37.4797645,126.9855514
338,서울특별시 서초구 방배천로 48 (방배동),37.4807436,126.9828048
339,서울특별시 서초구 방배천로16길 5 (방배동),37.4822446,126.9830826
340,서울특별시 서초구 방배로5길 11 (구립방배유스센터),37.478305,126.999066
341,서울특별시 서초구 효령로 84 (대우효령아파트 방배대우효령노인정),37.479549,126.993799
342,"서울특별시 서초구 남부순환로287길 17  (방배동, 방배3동 경로당)",37.4765392,126.9873992
343,서울특별시 서초구 남부순환로287길 17-6,37.4765288,126.9872752
344,서울특별시 관악구 법원단지20길 26 (난곡제일교회),37.47377,126.923191
345,서울특별시 관악구 난곡로 167 (임광관악파크아파트 101동),37.469681,126.919186
346,서울특별시 관악구 난곡로35길 28-7 (건영아파트 라동),37.47072,126.916847
347,서울특별시 관악구  난곡로31길  38   (신림동),37.4704392,126.918345
348,서울특별시 관악구 난곡로26다길 17,37.4700094,126.9245169
349,서울특별시 관악구 법원단지25길 15,37.4758019,126.922893
350,서울특별시 관악구 난곡로24가길 19-4,37.469943,126.921772
351,서울특별시 관악구 난곡로30길 40 (신림동),37.4710115,126.9216424
352,서울특별시 서초구 서초중앙로6길 7 (홍빌딩),37.486235,127.016118
353,서울특별시 서초구 서초대로58길 27,37.49357,127.018084
